cocoAnnID,cocoImgID,objectHuman,objectUID,vps
581487,346905,elephant,elephant,admire about;applaud about;autograph around;bow towards;browse around;admire;aim at;giggle about;hang out with;sit by;admire;check out;photograph;run from;admire after;applaud before;attach onto;stroke;bother;bow to;whistle at;laugh at;kneel down before;jog over to;shoot towards
584349,346905,elephant,elephant,admire;photograph;rinse off;crouch down towards;communicate towards;admire;photograph;call out to;nuzzle;jump over;stand by;feed with;adjust;arrange;buy;pull out;turn;crouch down around;ask about;laugh around;hang out with;paint on;photograph;feed;talk to;study;pat
585924,346905,elephant,elephant,sit up on;exercise on;strip down on;strip before;admire at;ask about;applaud at;cheer up for;cling to;admire;calm;walk up to;pat;snuggle;admire;feed;pat;clap for;examine around;crouch down before;duck down behind;jump up onto;photograph;admire;pat;talk;walk over to
589371,501243,zebra,zebra,admire;ascend;brush;photograph;call out to;climb onto;camp by;communicate with;admire;photograph;whistle to;stumble on;draw about;admire about;ask about;discuss about;guard around;hug on;lean over by;sit down by;carry around;clap for;call out to;walk by;wash off before
590427,501243,zebra,zebra,admire;photograph;feed;photograph;admire;stand by;sit by;bow towards;chase after;wave at;check out;float over;educate about;admire at;ask about;hunt for;apprehend;walk towards;admire;admire;clean up;feed;pat;autograph
591924,501243,zebra,zebra,admire at;photograph with;ask about;call out at;lean in towards;walk over to;examine by;admire around;run against;sit by;hug;calm down;instruct;admire;arrange;climb;feed;inject;talk to;smile at;ask about;sneeze around;frown about;admire;walk over;wash;photograph;brush
73390,224093,cow,cow,chew like;bathe down;climb onto;call out to;feed;admire;curl up;admire;hang out;grin;snuggle up;walk over to;call out to;check out;kneel down by;examine;talk to;photograph;admire;caress;brush off;jump onto;smile at;walk behind;climb over;admire at
74097,224093,cow,cow,bathe;bother;climb on;communicate with;discipline;admire;curl up with;kiss;milk;pat;feed;milk;feed;call out to;walk to;caress;admire;attack;chase;pat;ask about;barbecue with;jog over towards;circle around;help out
75310,224093,cow,cow,milk;admire;applaud;bathe;chop up;tip over onto;clap for;kneel before;whistle towards;wave to;laugh at;admire about;feed before;call out to;ask about;bow before;aim towards;assemble before;arrange down;congregate around;videotape behind;eat;attack;load up
77048,224093,cow,cow,chase after;wave towards;spy on;lean on;eat from;whistle at;sit with;hang out around;milk;whistle to;walk towards;shoot at;run over;walk around;talk to;run towards;color;autograph;bathe;buy;check out;admire over;fall into;pat on
1407523,224093,cow,cow,help;grill;rinse off;walk towards;laugh at;run from;clean up after;brush against;walk over to;admire;crouch down behind;milk;autograph;buy;caress;catch;embrace;dive down towards;arrest for;camouflage with;ask about;apply for;pray about;ask about;grin at;dust off;walk with
2069618,224093,cow,cow,call out to;whistle at;walk towards;nuzzle;pat;snuggle;sit down with;tie up;tackle;admire about;nag about;ask about;apply for;work for;bathe after;camp out with;brush off;calm down like;giggle at;call out to;tip;tattoo
1073032,402433,pizza,pizza,attack into;bite into;cough over;bite down on;buy;cook up;eat;bite into;slice into;celebrate with
1986488,540280,book,book,read;lift up;admire;lecture about;browse through;open up;read;pick up;pick up;read;dust off;open;turn over
1073961,402433,pizza,pizza,distribute;pick up;bite into;eat;eat;bite into;sell;eat on;pick on;bite at
1043315,113589,banana,banana,eat;peel;unpack;eat through;speak up into;aim behind;eat around;bite into;chop into
586757,165500,bear,bear,videotape around;call to;admire of;run from;crouch behind;chase off;photograph;run from;admire;feed;talk about
1047654,113589,apple,apple,bite into;dip;eat;pick up;spear;eat;bite into;peel;pick up;eat at;squeeze with;frown about;pick through
1821742,165500,bear,bear,crawl over to;crouch down around;duck down around;smile about;admire;hunt down;photograph;shout at;call out to;clap at;feed
2047515,402433,motorcycle,motorcycle,admire;fetch;brush off;carry;practice with;slice with;carve with;press against;pick up;adjust;admire;yank
1049193,113589,apple,apple,bite;bite down on;eat;peel;peel;eat;throw out;bake with;eat;chew;bite
29148,319100,tv,tv,crouch down by;pick up;repair;throw out;dust off;tune into;clean out;strip out;sell off;throw out;glare at
1072345,113589,pizza,pizza,bite into;eat;pick up;eat;weigh;admire;bake;slice;eat;smell
217399,134856,person,person,wave at;call to;check out;admire;catch up to;swoop in towards;race up towards;admire;communicate with;walk over to
112242,319100,couch,couch,sit on;sit down on;stretch out on;sit on;jump on;sleep on;adjust;bounce on;sit on;leap up off;clean off
135138,543043,car,car,ail around;admire on;adjust as;aim;clean off;drive in;sit in;drive;wash;admire
205732,319100,person,person,laugh with;applaud;celebrate with;compete with;cheer on;talk to;lean over towards;laugh with;admire;applaud;cheer
23289,404484,potted plant,potted_plant,water;admire;check out;trim;water;prune;throw;adjust;admire;adjust;break;arrange;cover up
1775599,543043,car,car,wash;walk over to;walk up to;drive in;sit in;walk over to;walk up to;climb into;drive off in;wash;sell
253673,404484,person,person,call out to;complain towards;shout at;socialize with;spy on;socialize with;smile at;talk to;ask about;bathe after;attack without;build with
1111776,319100,remote,remote,throw;wipe off;yank;adjust;assemble;buy;aim;lift up;pick up;assemble;check out;examine
340353,245173,clock,clock,admire;photograph;walk over to;admire;repair;adjust;check out;examine;glare at;read;march up to
1483790,319100,bottle,bottle,pick up;push over;poke at;drink from;fill up;throw out;ail as;drink;drip down
274113,134856,horse,horse,admire;bother;catch up with;calm down;disembark on;race down;run to;run down;admire;scratch;brush;rinse off
122984,306700,dining table,dining_table,sit at;sit down at;drink at;eat at;stand at;stand over;clean up;eat on;sit down behind;wipe off
17235,512836,dog,dog,pick up after;admire at;applaud by;pick up;feed;hug;help;train;admire;feed
54378,47819,horse,horse,walk with;pat;ask about;feed;sit on;walk with;talk to;stroke;encourage;climb;shear;caress
685769,306700,fork,fork,eat with;pick up with;slice with;clench on;cover up behind;dry off around;eat with;lick on;lick off
1335240,245173,bicycle,bicycle,bike behind;climb onto;lock up;unlock;lock;pedal on;commute with;bike with;walk to;sit on
214281,512836,person,person,walk behind;walk around;call out to;walk by;talk to;ignore;call out to;brush off;interview
282465,512836,umbrella,umbrella,open;carry;lift;open up;cover up with;run with;hoist up for;fold up;shake;carry;lift up;put down
623521,47740,kite,kite,carry off;cart off;heave out;throw off;run with;practice with;walk with;detain;destroy;discuss
1051686,60855,orange,orange,peel;pick up;smell;squeeze;cover around;adjust like;aim with;ask for;carry on without;peel;slice;slice onto
1243067,512836,person,person,calm down;call out to;check out;brush off;hug;encourage;embrace;cover up;hang out;spy on
1436145,512836,handbag,handbag,adjust;carry;fill up;carry;empty out;open up;place;check in;heave;strap on;open up
1053180,60855,orange,orange,peel;eat;chew;chop up;juggle;eat;clean off;bite into;eat;peel;slice
302994,237071,sports ball,sports_ball,hit;swing at;strike at;chase after;bounce towards;apprehend after;chase behind;bite down on;catch off;burn down
1135042,104572,sink,sink,bathe in;carry out;drink out;walk over to;stand by;lean against;fill up;wash with;drink from;stand at;lean on
421607,237071,person,person,celebrate with;talk to;practice with;beg of;coach in;block out;dip down at;serve to;walk up to;applaud
658784,237071,tennis racket,tennis_racket,aim with;swing with;hit with;swing;hit with;throw down;put down;clean up;swing;throw;drop
1136691,104572,sink,sink,clean up around;complain about;drip into;rinse off in;rinse out;wash;rinse out;clean out;wash in;scrub in;drink from;wipe off around
341819,365385,toothbrush,toothbrush,brush with;rinse off;put down;clean up;bite down on;dry off;brush with;wash out;wipe down;buy out;talk about
1548656,60855,apple,apple,bite into;wash off;brush off;bite down into;eat;wipe off;wash;chew;eat;bake;brush off
665424,154644,wine glass,wine_glass,drink from;smell from;dry off;drink from;knock over;break against;trip over;tip over;drink from;fill up;pour out
1556339,60855,orange,orange,peel;eat;smell;peel off;bite into;stack around;place down;pick;peel;eat;throw;examine
1878454,365385,cup,cup,walk towards;drink from;put in;break;buy;clench;adjust on;display;camouflage
1250844,154644,person,person,admire;applaud at;ask about;attach to;bother;speak with;run from;march up to;admire;confront;ask about;videotape around;walk behind
114513,559543,couch,couch,sit on;sleep on;rest on;clean;jump on;sit on;jump on;bounce on;crash into;drag over;sit on;slouch over;sleep on;rest on;clear
541792,447187,person,person,admire;applaud;cheer up;tackle;push over;hit;admire;applaud;imitate;signal to
1998136,365385,toothbrush,toothbrush,rinse off;put down;wash off;brush with;walk over to;ask about;throw out;shrug off;brush with;clean with;rinse off
1225920,447187,person,person,applaud;call out;celebrate;applaud;cheer for;photograph;whistle at;practice with;cheer for;applaud;admire
1580399,559543,chair,chair,sit down on;climb onto;stretch out on;admire;adjust;bounce on;clean;examine;sit down on;check out;guard
1067226,283268,hot dog,hot_dog,lift up;cook up;eat;place down;clean at;poke at;squeeze around;complain about;drool over;drink without
125814,281929,bicycle,bicycle,admire;adjust;exercise on;lock up;adjust;carry;cover up;repair;race;break;sit on
1706978,283268,person,person,beg;cling to;curl up with;sit by;talk to;craft with;talk to;eat with;bake with
639656,473118,skateboard,skateboard,jump off;pick up;lift up;work out with;crash with;collide into;eject from;fall off;fall off;skate off on;land on;jump up with
278208,16010,cow,cow,walk around;tip over;milk with;talk about;march up to;walk to;walk by;tip over;feed;photograph;videotape
461736,404923,person,person,admire;pitch to;stretch out;coach;call out to;cheer for;laugh at;wink at;score against;admire;applaud;attack
589000,16010,zebra,zebra,admire of;videotape around;camp out by;photograph;videotape;feed;photograph;talk about;sketch;smile at
693161,81738,knife,knife,clean off;wipe off;push down;chop off with;carve with;chop up with;slice with;clean;rinse off
1132340,268831,sink,sink,turn on;turn off;clean;dust off;clean out;shave over;spit into;wash up at;stand before;lean against
1083877,81738,cake,cake,slice;serve;eat;taste;bike into;autograph on;baptize over;write on;wait for;scoop up through;slice;eat;serve;decorate;chew
2070488,16010,zebra,zebra,walk around;stand behind;lean against;admire;photograph;call out to;admire;brush;calm down;help;race
1092744,111951,toilet,toilet,pee in;poop in;sit on;spit into;heave into;urinate in;clean;sit on;pee in;run to;pee in;clean;poop in;urinate in
1389866,370208,parking meter,parking_meter,pay at;hit at;tip;walk up to;spray down;brush off;clean off;pay at;walk by;drive by;paint on
1130164,111951,sink,sink,clean up in;wipe off around;lean down by;clean up in;drink from;clean up from;cover over;climb up onto;admire;clean;decorate
1130645,111951,sink,sink,wash;rinse out;soak in;clean out;wash off;clean up;dry;adjust;clean;fill up
278242,125072,cow,cow,whistle to;admire;photograph;feed;milk with;talk about;talk to;cry over;tip over;admire;call out to;walk over to;photograph;caress
